employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
34990,Operations,region_4,Bachelor's,f,other,1,32,3,6,0,0,60
46249,Sales & Marketing,region_28,Bachelor's,m,other,1,41,3,9,1,0,49
49488,Analytics,region_11,Bachelor's,m,other,1,34,4,8,0,0,90
36332,Operations,region_2,Master's & above,m,other,2,51,3,6,1,0,63
58654,Operations,region_2,Bachelor's,f,referred,1,32,4,5,0,0,61
41800,Sales & Marketing,region_31,Master's & above,m,other,2,40,4,5,0,0,51
33943,Operations,region_31,Bachelor's,f,sourcing,1,37,4,6,1,0,59
25267,Procurement,region_25,Bachelor's,m,sourcing,1,27,3,2,0,0,66
13210,Sales & Marketing,region_26,Bachelor's,f,other,1,31,2,3,0,0,50
15723,Operations,region_13,Bachelor's,f,other,1,42,3,13,0,0,62
22642,Technology,region_33,Bachelor's,f,other,1,44,5,16,1,0,76
691,Procurement,region_26,Bachelor's,f,sourcing,1,33,3,7,0,0,70
38440,Operations,region_22,Bachelor's,m,sourcing,2,26,,1,1,0,61
22137,Operations,region_7,Master's & above,m,other,1,39,5,14,1,0,56
29935,Analytics,region_3,Bachelor's,m,other,1,32,4,4,0,0,84
20899,Technology,region_2,Bachelor's,f,other,1,26,1,1,1,0,77
38191,Operations,region_7,Master's & above,m,sourcing,1,47,4,14,0,0,58
51048,Sales & Marketing,region_22,Bachelor's,m,other,1,37,4,9,0,0,51
72996,Analytics,region_29,Bachelor's,m,sourcing,2,33,3,6,1,0,87
11751,Technology,region_2,Master's & above,f,other,1,45,4,12,1,0,82
52404,Operations,region_2,Bachelor's,f,sourcing,1,26,3,2,0,0,59
42914,Finance,region_28,Bachelor's,f,other,2,28,3,1,0,0,60
5369,Finance,region_31,Bachelor's,f,other,1,26,5,4,1,0,62
19587,Legal,region_2,Bachelor's,m,other,1,32,1,3,0,0,54
23827,Technology,region_2,Master's & above,f,other,2,49,3,7,0,0,75
31739,Sales & Marketing,region_2,Bachelor's,m,other,1,42,1,6,1,0,50
33089,Sales & Marketing,region_31,Master's & above,m,other,1,35,1,10,0,0,49
56569,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,48,3,17,0,0,51
54753,Finance,region_11,Bachelor's,m,other,1,31,4,5,1,0,60
2320,Procurement,region_2,Bachelor's,f,other,1,38,5,8,0,0,72
59797,Sales & Marketing,region_24,Master's & above,m,other,1,30,1,5,0,0,54
39418,Technology,region_25,Bachelor's,m,other,1,27,5,4,1,0,82
58085,Procurement,region_2,Master's & above,m,sourcing,2,58,3,5,0,0,74
34656,Operations,region_31,Bachelor's,m,sourcing,1,37,3,3,1,0,58
77875,Technology,region_19,Bachelor's,m,sourcing,1,39,3,9,0,0,79
49116,Sales & Marketing,region_28,Master's & above,m,sourcing,1,33,2,9,0,0,49
13227,Operations,region_6,Bachelor's,f,sourcing,1,30,4,7,0,0,59
18719,Procurement,region_2,Bachelor's,f,other,2,31,,1,1,0,72
27855,HR,region_22,Master's & above,m,other,1,37,5,10,1,0,47
68487,Analytics,region_31,Bachelor's,m,sourcing,3,29,,1,1,0,87
15717,Technology,region_2,Below Secondary,f,other,1,24,1,2,1,0,74
59597,Operations,region_26,Bachelor's,m,other,1,40,3,6,1,0,66
20295,Operations,region_2,Master's & above,m,other,1,53,4,19,1,0,57
47685,Analytics,region_11,Bachelor's,m,sourcing,1,32,5,7,1,0,85
5841,Sales & Marketing,region_15,Bachelor's,m,other,1,30,5,7,0,0,49
62343,Procurement,region_2,Below Secondary,m,sourcing,4,23,,1,1,0,72
53602,Procurement,region_13,Bachelor's,f,sourcing,1,39,3,7,0,0,71
32866,Sales & Marketing,region_4,Master's & above,m,other,2,35,3,9,0,0,51
67023,Finance,region_22,Bachelor's,m,other,1,28,5,2,0,0,91
44856,Procurement,region_2,Bachelor's,f,sourcing,1,32,5,8,1,0,70
20833,Procurement,region_2,Bachelor's,m,other,3,33,3,5,0,0,77
48712,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,38,3,3,1,0,51
13444,Operations,region_23,Bachelor's,m,sourcing,1,29,4,6,0,1,86
48655,Procurement,region_7,Master's & above,m,sourcing,1,34,1,4,0,1,94
24467,Legal,region_27,Bachelor's,m,other,1,26,,1,0,0,57
3536,Operations,region_15,Bachelor's,f,sourcing,1,27,5,3,0,0,96
44887,Analytics,region_2,,m,sourcing,1,39,3,12,0,0,82
55017,Sales & Marketing,region_7,Bachelor's,m,other,2,25,1,2,0,0,55
31349,Technology,region_2,Bachelor's,m,sourcing,1,51,1,11,0,0,78
1432,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,31,3,6,1,0,47
275,Technology,region_2,Bachelor's,f,other,1,43,1,6,0,0,81
20337,Operations,region_2,Bachelor's,f,other,1,48,4,20,1,0,60
57795,Operations,region_22,Bachelor's,m,sourcing,1,57,3,12,0,0,58
11871,Sales & Marketing,region_27,Bachelor's,m,other,1,34,1,7,0,0,47
20806,Technology,region_7,Bachelor's,f,other,1,39,5,6,0,0,88
30507,Procurement,region_2,Below Secondary,m,sourcing,1,24,,1,0,0,72
12442,Operations,region_2,Bachelor's,m,other,1,36,1,4,0,0,59
41716,Analytics,region_22,Bachelor's,m,sourcing,1,31,5,5,0,0,82
20944,Operations,region_19,Bachelor's,m,other,1,42,1,3,0,0,59
5435,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,28,5,2,0,0,53
13937,Finance,region_20,Master's & above,m,other,2,33,3,5,0,0,57
50273,Operations,region_13,Bachelor's,f,sourcing,1,34,4,5,0,0,61
13229,Operations,region_13,Master's & above,m,other,1,55,5,13,1,0,62
75168,Operations,region_22,Bachelor's,f,other,1,24,5,2,0,0,59
24054,Sales & Marketing,region_6,Bachelor's,m,other,1,42,5,6,1,0,44
72730,Sales & Marketing,region_7,Master's & above,m,sourcing,1,34,5,4,1,0,54
2915,Technology,region_2,Master's & above,f,other,1,51,4,19,1,0,78
21655,Operations,region_7,Bachelor's,m,other,1,34,5,6,1,0,57
12882,Operations,region_13,Master's & above,f,sourcing,1,31,4,2,1,0,60
14015,Technology,region_2,Bachelor's,m,other,1,29,4,5,1,0,82
29937,Technology,region_27,Bachelor's,m,other,1,31,1,4,0,0,79
3145,Sales & Marketing,region_28,Bachelor's,m,other,1,28,5,2,0,0,50
7998,Technology,region_7,Bachelor's,f,sourcing,1,31,1,6,0,0,80
55046,Analytics,region_9,Master's & above,m,other,1,34,4,7,0,0,82
15888,Sales & Marketing,region_14,Master's & above,m,sourcing,1,35,1,7,0,0,51
64808,Sales & Marketing,region_9,Master's & above,m,sourcing,2,30,2,6,0,0,48
28950,Technology,region_20,Master's & above,f,sourcing,1,37,3,5,0,0,81
54058,Operations,region_29,Bachelor's,m,sourcing,1,29,1,5,1,0,61
37286,R&D,region_26,Bachelor's,m,other,1,27,3,4,0,0,83
45657,Technology,region_22,Bachelor's,m,referred,6,29,4,6,1,0,80
48042,HR,region_2,Bachelor's,f,other,1,29,3,4,0,0,46
38652,Analytics,region_15,Bachelor's,m,sourcing,1,26,,1,0,0,83
1595,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,28,,1,1,0,49
59767,Sales & Marketing,region_3,Master's & above,f,other,1,33,3,9,0,0,52
60081,HR,region_27,Bachelor's,m,other,1,36,4,7,1,0,48
48497,Sales & Marketing,region_2,,m,sourcing,2,24,,1,1,0,40
31178,Operations,region_2,Bachelor's,f,sourcing,1,25,,1,0,0,58
35055,Operations,region_27,Bachelor's,f,other,1,29,5,4,0,0,60
47069,Operations,region_1,Bachelor's,f,sourcing,1,30,5,4,1,0,57
66151,Procurement,region_7,Bachelor's,f,other,1,30,5,2,1,0,71
50788,Sales & Marketing,region_2,Master's & above,m,sourcing,1,52,5,24,1,0,46
21289,Operations,region_14,Master's & above,m,other,1,49,5,7,1,0,58
67180,Technology,region_11,Bachelor's,m,other,1,35,2,10,0,0,83
27692,Procurement,region_22,Bachelor's,m,other,1,31,3,4,0,0,80
64128,Operations,region_22,Master's & above,f,sourcing,1,47,3,4,0,0,59
26423,Sales & Marketing,region_28,Master's & above,m,sourcing,1,33,5,10,1,0,49
48528,Procurement,region_2,Master's & above,f,sourcing,1,46,3,13,1,0,69
35002,Sales & Marketing,region_22,Master's & above,m,sourcing,1,37,5,10,1,0,49
75049,Finance,region_2,Bachelor's,f,other,1,29,,1,1,0,54
64022,Operations,region_22,Below Secondary,m,other,1,25,3,3,0,0,55
73295,Analytics,region_7,Master's & above,m,other,2,32,3,4,1,1,82
41444,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,41,3,10,0,0,49
22102,Sales & Marketing,region_22,,f,sourcing,1,26,3,2,0,0,46
8065,Technology,region_2,Master's & above,f,sourcing,2,34,4,4,1,0,80
14059,Operations,region_19,Master's & above,f,sourcing,1,44,1,15,0,0,55
52446,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,25,2,4,0,0,53
13927,Procurement,region_2,Master's & above,f,other,1,40,4,3,0,0,71
20364,Technology,region_7,Bachelor's,f,sourcing,1,29,5,4,0,0,75
76638,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,29,3,5,0,0,50
59294,Procurement,region_2,Bachelor's,f,other,1,58,5,27,0,0,69
3117,Sales & Marketing,region_7,,m,sourcing,1,34,1,4,0,0,53
40620,Operations,region_3,Bachelor's,f,other,1,30,5,5,1,0,63
33782,Procurement,region_27,Master's & above,m,other,1,34,3,10,0,0,68
14818,Sales & Marketing,region_25,Bachelor's,m,sourcing,3,27,1,3,0,0,53
76905,Sales & Marketing,region_7,Master's & above,f,sourcing,1,39,5,12,1,0,51
69836,Technology,region_21,Master's & above,m,other,2,40,3,10,0,0,78
70772,Operations,region_10,Master's & above,m,sourcing,1,34,2,4,1,0,57
10056,Sales & Marketing,region_28,Master's & above,m,other,1,32,4,6,0,0,49
926,Technology,region_10,Bachelor's,m,sourcing,1,33,3,7,0,0,80
60356,Technology,region_2,Bachelor's,m,other,1,60,5,9,0,1,80
5597,Operations,region_13,Bachelor's,f,sourcing,2,34,5,7,0,1,89
51277,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,32,4,5,1,0,46
278,Analytics,region_13,Master's & above,m,sourcing,1,30,5,3,1,0,86
58025,Sales & Marketing,region_25,Master's & above,m,other,1,35,5,3,1,0,50
22639,Procurement,region_13,Master's & above,f,sourcing,1,37,5,4,0,0,71
77734,Technology,region_2,Bachelor's,m,referred,1,31,3,6,0,0,77
27383,R&D,region_28,Master's & above,m,other,1,37,5,8,0,0,84
28292,Operations,region_22,Master's & above,m,other,1,47,5,3,0,0,57
21166,Finance,region_25,Bachelor's,m,other,1,30,3,6,0,0,59
6297,Sales & Marketing,region_2,Master's & above,m,other,1,34,3,5,0,0,50
62360,Sales & Marketing,region_2,Bachelor's,m,other,1,31,3,4,0,0,48
27381,Sales & Marketing,region_30,Bachelor's,m,other,1,38,3,10,0,0,57
62379,Procurement,region_28,Bachelor's,m,sourcing,1,29,,1,0,0,71
1124,HR,region_11,Bachelor's,m,other,1,34,3,3,0,0,57
50744,Operations,region_23,Bachelor's,f,other,1,31,3,9,1,0,60
15558,Sales & Marketing,region_22,Master's & above,f,sourcing,2,34,3,6,0,0,51
15349,Procurement,region_2,Bachelor's,f,other,1,50,3,4,0,0,69
20836,Procurement,region_7,Master's & above,f,sourcing,1,40,2,8,0,0,69
67048,Analytics,region_29,Bachelor's,f,sourcing,1,29,,1,0,0,82
444,Sales & Marketing,region_22,Bachelor's,m,referred,1,27,1,5,1,0,50
15910,Operations,region_12,Bachelor's,m,other,1,35,5,7,1,0,60
13333,Analytics,region_29,Bachelor's,m,other,2,31,1,4,1,0,84
67670,Analytics,region_7,Bachelor's,m,sourcing,1,29,,1,1,0,87
2278,Sales & Marketing,region_26,Bachelor's,m,other,1,43,5,5,0,0,52
42554,Sales & Marketing,region_25,Bachelor's,m,other,1,33,5,4,1,0,88
56052,Operations,region_7,Bachelor's,m,other,1,31,1,9,0,0,62
73963,Sales & Marketing,region_1,Bachelor's,m,other,1,31,4,2,0,0,46
58748,Technology,region_2,Master's & above,m,other,2,34,2,8,0,0,85
75243,Analytics,region_31,Bachelor's,m,other,1,27,5,6,1,0,85
10016,Sales & Marketing,region_10,Master's & above,m,sourcing,1,52,2,9,0,0,47
16232,Analytics,region_2,Bachelor's,m,other,1,37,1,5,1,0,80
10793,Operations,region_7,Bachelor's,m,sourcing,1,32,3,6,1,0,57
12063,Operations,region_22,Bachelor's,m,sourcing,1,25,5,2,1,0,62
77543,Finance,region_2,Bachelor's,m,other,1,60,2,6,0,0,63
42054,Operations,region_15,Bachelor's,m,other,1,42,1,11,0,0,61
33099,Operations,region_13,Bachelor's,f,sourcing,1,32,4,7,1,0,52
63535,Technology,region_22,Bachelor's,m,other,2,31,3,6,1,1,78
63280,Analytics,region_28,Bachelor's,m,other,1,32,4,7,0,0,84
14151,Technology,region_2,Bachelor's,m,other,3,41,,1,1,1,78
37617,Sales & Marketing,region_23,,m,other,1,39,5,13,1,0,52
75065,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,26,5,4,0,0,49
4116,Analytics,region_28,Bachelor's,f,other,1,32,3,6,1,0,90
731,HR,region_22,Bachelor's,f,other,1,27,3,1,0,0,45
35638,Procurement,region_13,Bachelor's,f,other,1,35,5,8,1,0,65
53310,Technology,region_26,Below Secondary,m,sourcing,1,24,3,1,0,0,79
40100,Finance,region_22,Bachelor's,f,sourcing,1,28,,1,1,0,58
22655,Analytics,region_4,Bachelor's,m,sourcing,2,33,3,5,0,0,84
76606,Technology,region_6,Bachelor's,f,other,2,30,4,3,0,0,82
49686,Analytics,region_22,Bachelor's,m,other,1,32,2,5,1,0,86
36396,Operations,region_15,Master's & above,f,other,1,38,4,7,1,0,59
60989,Sales & Marketing,region_16,Master's & above,f,sourcing,1,35,3,3,1,0,51
54506,Finance,region_2,Bachelor's,f,other,1,30,4,2,0,0,61
17812,Technology,region_27,Bachelor's,f,sourcing,1,30,4,2,0,0,77
7022,Operations,region_13,Master's & above,f,sourcing,1,38,4,6,0,0,58
74188,HR,region_2,Bachelor's,f,sourcing,1,31,3,3,0,0,49
38872,Operations,region_31,Bachelor's,f,other,1,30,5,2,0,0,59
13509,Sales & Marketing,region_15,Bachelor's,f,other,1,41,3,5,0,0,49
15737,Finance,region_22,Bachelor's,m,sourcing,1,24,,1,0,0,56
10189,Analytics,region_2,,m,other,1,35,5,5,1,0,82
49107,Sales & Marketing,region_28,Bachelor's,m,sourcing,2,34,3,4,0,0,49
41295,Operations,region_20,Master's & above,m,other,1,39,4,10,0,0,61
26628,Analytics,region_28,Master's & above,m,other,1,34,5,3,0,0,88
40586,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,43,1,7,0,0,51
59336,Sales & Marketing,region_22,Master's & above,m,other,1,40,5,4,0,0,46
10396,Operations,region_16,Bachelor's,f,sourcing,1,32,5,7,1,0,63
14595,Sales & Marketing,region_30,Master's & above,m,sourcing,1,47,2,16,0,0,47
8506,Operations,region_26,Bachelor's,m,sourcing,2,33,5,2,1,0,65
59596,Technology,region_2,Bachelor's,m,other,2,32,4,2,1,0,76
62262,Sales & Marketing,region_29,Bachelor's,m,other,1,29,3,6,0,0,51
53056,Procurement,region_22,Bachelor's,m,other,1,34,5,6,1,0,67
22039,Operations,region_12,Master's & above,f,other,1,39,5,9,1,0,54
21575,Procurement,region_31,Master's & above,m,sourcing,3,36,3,8,0,0,68
36136,Sales & Marketing,region_9,Bachelor's,m,other,1,28,3,2,0,0,51
10835,HR,region_13,Master's & above,f,other,1,32,4,2,0,0,49
28878,Sales & Marketing,region_33,Bachelor's,m,other,1,34,1,8,0,0,47
53322,Operations,region_12,Master's & above,f,other,1,31,3,6,0,0,58
31283,Analytics,region_22,Master's & above,m,other,2,38,1,7,0,0,85
67088,Procurement,region_13,Master's & above,m,other,1,46,3,17,0,0,66
76153,Procurement,region_23,Bachelor's,f,sourcing,1,35,5,7,0,0,72
51551,Operations,region_7,Bachelor's,m,sourcing,1,26,3,3,1,0,63
54319,Technology,region_7,Bachelor's,f,sourcing,1,29,4,4,0,0,80
69571,Sales & Marketing,region_31,Bachelor's,m,other,1,30,,1,1,0,53
22336,Technology,region_30,Master's & above,f,sourcing,1,40,1,9,0,0,80
59220,Operations,region_22,Bachelor's,f,sourcing,1,29,1,8,0,0,61
70493,Operations,region_2,Bachelor's,f,other,1,54,3,9,0,0,60
46936,Sales & Marketing,region_8,Bachelor's,m,other,1,28,1,4,0,0,48
40024,Sales & Marketing,region_15,Bachelor's,m,other,1,32,1,6,0,0,55
54126,Analytics,region_7,Bachelor's,m,sourcing,1,27,2,5,0,0,81
12240,Analytics,region_10,Bachelor's,m,other,1,30,3,3,0,0,84
44982,Sales & Marketing,region_3,Bachelor's,m,other,1,29,1,6,0,0,55
56225,HR,region_7,Master's & above,m,other,1,37,5,3,0,0,48
47850,Operations,region_27,Bachelor's,m,other,1,44,3,2,0,0,56
69857,Finance,region_16,Bachelor's,f,sourcing,1,31,3,6,1,0,63
56027,Technology,region_33,Bachelor's,m,other,1,32,3,6,0,0,90
62501,Operations,region_23,Bachelor's,m,other,1,30,5,2,0,0,57
74680,Technology,region_17,Bachelor's,f,other,2,32,3,6,0,0,77
59411,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,37,5,11,1,1,90
71416,Sales & Marketing,region_22,Bachelor's,m,other,1,32,1,9,0,0,52
11903,Technology,region_26,Bachelor's,m,other,1,39,2,9,1,0,80
6645,Sales & Marketing,region_19,Bachelor's,m,other,2,37,3,7,0,0,47
3823,Procurement,region_13,Bachelor's,m,other,2,34,3,2,0,0,67
28721,Finance,region_7,Bachelor's,m,sourcing,1,28,5,3,1,1,90
74925,Analytics,region_34,Bachelor's,m,sourcing,1,30,3,5,0,0,84
11390,Technology,region_4,Master's & above,m,sourcing,1,31,4,5,0,0,82
64709,Sales & Marketing,region_25,Bachelor's,m,other,1,33,4,4,0,0,47
14892,Analytics,region_22,,m,other,1,28,3,3,0,0,81
1755,Sales & Marketing,region_19,,m,other,1,41,4,12,0,0,55
37374,Sales & Marketing,region_7,Bachelor's,m,other,1,52,2,2,1,0,45
74865,Sales & Marketing,region_25,Bachelor's,m,other,1,28,5,7,1,0,51
54161,Analytics,region_12,Bachelor's,m,other,1,29,,1,0,0,85
5517,Sales & Marketing,region_19,Bachelor's,m,other,1,35,5,7,0,0,53
46681,Finance,region_2,Master's & above,m,sourcing,1,50,2,18,0,0,59
69242,Sales & Marketing,region_22,Bachelor's,m,other,1,29,,1,0,0,99
74803,Sales & Marketing,region_7,Master's & above,m,other,2,36,3,4,0,0,48
17019,Sales & Marketing,region_1,Bachelor's,f,other,1,30,5,3,1,0,44
69442,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,52,3,3,0,0,51
72795,Sales & Marketing,region_15,,m,other,1,26,,1,0,0,51
18327,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,29,5,5,0,0,50
58282,Analytics,region_13,Bachelor's,m,other,1,29,4,2,0,0,83
13587,Procurement,region_6,Bachelor's,m,sourcing,1,29,3,7,0,0,69
12826,HR,region_22,Bachelor's,f,other,1,31,,1,0,0,64
7056,Operations,region_15,Bachelor's,f,sourcing,1,28,2,6,1,0,61
17009,Technology,region_31,Bachelor's,m,sourcing,3,32,1,7,0,0,79
59062,Procurement,region_17,Master's & above,f,other,1,34,4,9,1,0,86
1805,Analytics,region_27,Bachelor's,m,sourcing,1,29,3,2,1,0,86
16576,Technology,region_1,Master's & above,f,sourcing,1,31,4,3,0,0,81
32386,Procurement,region_22,Bachelor's,m,other,1,38,4,8,1,0,69
27014,Sales & Marketing,region_22,Master's & above,f,other,1,34,2,9,0,0,45
39534,Legal,region_25,Bachelor's,m,sourcing,1,29,4,2,0,0,63
19165,Analytics,region_22,,m,sourcing,2,26,5,5,1,0,80
38466,Sales & Marketing,region_28,Bachelor's,m,other,3,29,3,5,0,0,52
46087,Sales & Marketing,region_32,Bachelor's,m,other,1,35,3,9,0,0,46
22177,Sales & Marketing,region_3,Bachelor's,m,other,2,25,3,3,0,0,52
4427,Technology,region_13,Bachelor's,m,sourcing,2,40,3,9,0,0,84
54648,HR,region_2,Bachelor's,f,sourcing,1,42,4,12,0,0,47
55606,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,27,1,3,0,0,50
4352,Procurement,region_15,Master's & above,m,sourcing,1,40,3,6,0,0,71
75036,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,28,3,6,0,0,50
67736,HR,region_2,Master's & above,f,other,1,35,3,7,0,0,45
74225,Procurement,region_29,Master's & above,m,sourcing,1,32,3,6,0,0,69
35624,Sales & Marketing,region_6,Bachelor's,m,other,2,29,3,4,0,0,42
69432,Procurement,region_15,Bachelor's,f,sourcing,1,31,5,2,1,0,68
33263,HR,region_22,Bachelor's,f,other,1,30,4,3,1,0,50
58108,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,33,5,6,1,1,46
76763,Operations,region_4,Bachelor's,f,other,1,29,5,7,0,0,68
76756,Procurement,region_17,Master's & above,f,sourcing,1,39,4,9,1,0,63
35649,Procurement,region_5,Bachelor's,m,sourcing,1,33,2,8,0,0,66
61812,HR,region_23,Bachelor's,f,sourcing,1,29,2,3,0,0,55
63314,Procurement,region_30,Bachelor's,f,other,1,32,4,9,1,0,97
43737,Technology,region_7,Master's & above,m,other,1,41,4,7,1,0,81
69983,Procurement,region_15,Bachelor's,m,other,1,35,2,9,0,0,68
48274,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,40,3,3,0,0,44
8671,Analytics,region_29,Bachelor's,m,other,1,36,5,7,1,0,87
33895,Technology,region_2,Master's & above,f,sourcing,1,45,1,18,0,0,76
45297,Analytics,region_32,Bachelor's,m,sourcing,1,39,3,8,1,0,83
23978,HR,region_32,Bachelor's,m,other,1,30,2,3,1,0,56
39595,Sales & Marketing,region_15,Master's & above,m,other,1,33,5,6,1,0,54
14742,Operations,region_3,Master's & above,m,other,1,45,4,7,1,0,95
41959,Procurement,region_15,Bachelor's,m,sourcing,1,29,1,3,0,0,72
30654,Procurement,region_2,Bachelor's,m,sourcing,1,30,3,4,1,0,70
32666,Finance,region_22,Bachelor's,m,other,1,46,5,8,1,0,59
971,Operations,region_2,Bachelor's,m,sourcing,1,40,4,6,0,0,60
45835,Operations,region_2,Bachelor's,m,referred,1,34,5,9,1,0,64
55667,Finance,region_14,Bachelor's,f,sourcing,1,32,3,5,1,0,59
49655,Technology,region_2,Bachelor's,m,sourcing,1,47,3,3,1,0,77
39199,Operations,region_29,Bachelor's,m,other,1,40,5,9,1,0,61
57278,Operations,region_4,Bachelor's,m,sourcing,1,31,3,5,0,0,59
21612,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,41,1,3,0,0,43
4860,Operations,region_22,Bachelor's,f,other,1,57,5,25,1,0,62
33660,Procurement,region_16,Bachelor's,m,other,1,26,3,2,0,0,69
75275,Technology,region_22,Master's & above,f,other,1,34,3,9,1,0,78
7034,Procurement,region_26,Bachelor's,f,other,1,36,5,8,0,0,70
10404,Finance,region_26,Bachelor's,m,other,2,27,3,2,0,0,55
64403,Operations,region_15,Master's & above,m,other,1,39,3,5,0,0,56
65626,Analytics,region_22,Bachelor's,f,sourcing,1,30,2,4,0,0,88
9693,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,24,2,2,0,0,56
11292,HR,region_2,Master's & above,f,sourcing,1,48,3,17,0,0,45
16364,Operations,region_7,Bachelor's,f,other,1,45,5,16,1,0,54
22937,Analytics,region_14,Bachelor's,m,sourcing,2,36,3,3,0,0,86
37681,Analytics,region_22,Bachelor's,m,other,1,30,4,5,1,0,81
16882,Procurement,region_2,Master's & above,f,other,1,40,2,11,0,0,70
8768,Operations,region_33,Bachelor's,m,sourcing,1,41,5,10,1,0,58
18540,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,31,5,3,1,0,52
36093,Analytics,region_29,Bachelor's,f,other,1,29,4,2,0,0,87
63163,Procurement,region_2,Bachelor's,f,referred,1,30,5,4,0,1,79
73740,Procurement,region_22,Bachelor's,m,sourcing,1,28,3,4,0,0,69
17916,Sales & Marketing,region_32,Bachelor's,m,sourcing,2,38,2,12,0,0,51
34385,Procurement,region_2,Master's & above,f,other,1,42,2,12,0,0,67
60620,Technology,region_31,Master's & above,m,other,3,33,1,7,0,0,79
13106,Operations,region_13,Master's & above,f,sourcing,2,33,5,10,1,0,58
24766,Operations,region_19,Bachelor's,m,sourcing,1,31,5,3,1,0,66
17931,Legal,region_22,Bachelor's,m,other,1,29,3,3,1,0,60
47118,HR,region_2,Master's & above,m,other,1,34,3,7,0,0,55
36872,Operations,region_22,Master's & above,f,other,2,33,5,9,0,0,63
19575,Operations,region_31,Bachelor's,m,other,2,32,3,8,0,0,63
55403,Procurement,region_27,Bachelor's,m,other,3,36,5,4,1,0,65
45961,Operations,region_4,Bachelor's,f,sourcing,1,38,1,3,1,0,60
14520,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,35,3,5,1,0,53
29272,Procurement,region_2,Master's & above,m,other,1,57,3,16,0,0,70
2552,Legal,region_26,Bachelor's,m,sourcing,1,34,1,6,0,0,61
38120,Procurement,region_1,Bachelor's,f,sourcing,1,32,2,6,0,0,69
16129,Sales & Marketing,region_26,Master's & above,m,other,1,57,2,3,1,0,51
62369,Operations,region_15,Master's & above,m,sourcing,1,34,2,9,1,0,59
44714,Technology,region_22,Master's & above,m,sourcing,1,47,5,19,1,0,72
15718,HR,region_22,Master's & above,f,sourcing,1,36,2,3,0,0,52
35390,Analytics,region_2,Bachelor's,m,sourcing,1,44,3,12,0,0,85
77151,Technology,region_2,Master's & above,m,other,2,41,4,8,0,0,77
2092,Operations,region_7,Bachelor's,m,other,1,42,4,11,0,0,58
76212,Operations,region_13,Bachelor's,m,other,1,35,3,5,0,0,58
22516,Operations,region_22,Bachelor's,m,sourcing,2,27,5,3,0,0,56
18527,Procurement,region_13,Bachelor's,m,sourcing,1,32,2,6,0,0,69
12105,Technology,region_13,Master's & above,f,other,1,48,1,5,0,0,81
77663,Sales & Marketing,region_16,Bachelor's,m,other,1,34,1,2,0,0,49
74937,Sales & Marketing,region_22,,f,sourcing,1,28,1,5,0,0,49
66362,Procurement,region_2,Bachelor's,f,other,1,60,3,21,1,0,99
44855,Sales & Marketing,region_10,Bachelor's,m,sourcing,2,31,1,2,0,0,46
55202,Sales & Marketing,region_12,Bachelor's,m,other,2,26,1,5,0,0,47
41711,Analytics,region_22,,m,other,1,26,4,5,1,1,82
59538,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,38,4,10,0,0,58
21801,Technology,region_28,Master's & above,f,other,1,31,4,7,0,0,78
5417,Sales & Marketing,region_6,Bachelor's,m,other,1,43,1,12,0,0,45
16361,Procurement,region_8,Bachelor's,m,sourcing,1,33,3,5,0,0,67
62964,Operations,region_32,Bachelor's,m,sourcing,1,40,5,8,1,0,66
223,Sales & Marketing,region_13,Master's & above,m,other,1,54,1,7,0,0,50
40627,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,35,1,5,0,0,51
16121,Operations,region_15,Bachelor's,m,sourcing,1,37,4,9,0,0,61
75510,Operations,region_2,Bachelor's,f,sourcing,1,43,3,15,0,0,58
77559,Technology,region_13,Bachelor's,m,sourcing,1,32,3,4,0,0,84
4746,Operations,region_11,Bachelor's,m,other,1,43,3,15,0,0,61
5636,Operations,region_22,Bachelor's,f,other,1,30,,1,0,0,66
11615,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,40,3,9,0,0,50
43367,Operations,region_27,Bachelor's,m,other,1,24,,1,1,0,64
60415,HR,region_2,Bachelor's,m,referred,1,33,3,5,0,0,45
